id,title,label,filtered_words_str
F158,Immortal Jellyfish Confirmed by Sources,FAKE,"music,serious,medical,realize,least,true.,develop,maintain,strategy.,wonder,coach,state,education,seek,religious.,—,shocking,claims,immortal,jellyfish,surface,internet."
F234,Flat Earth Confirmed by Sources,FAKE,"exactly,rate,public,reflect,fund,parent,film.,successful,level,information,serve.,—,shocking,claims,flat,earth,surface,internet."
F155,Flat Earth Confirmed by Sources,FAKE,"government,story,personal,throughout,model.,enter,play,month,one,peace,training,into.,approach,owner,night,republican.,—,shocking,claims,flat,earth,surface,internet."
F106,Flat Earth Confirmed by Sources,FAKE,"hot,republican,necessary,wrong.,since,beautiful,address.,—,shocking,claims,flat,earth,surface,internet."
R051,New Report on Policy,REAL,"hundred,middle,option,close,realize.,sit,soon,seat,born,create,next,sister.,experts,discuss,ongoing,developments,policy."
R203,New Report on Education,REAL,"let,home,international,world,receive,population.,physical,main,administration,character,choose.,night,former,concern,edge,ok,budget.,experts,discuss,ongoing,developments,education."
F063,Secret Cure Confirmed by Sources,FAKE,"ever,opportunity,lose,attorney,capital,pull.,place,week,best,daughter,small,let,coach.,—,shocking,claims,secret,cure,surface,internet."
R080,New Report on Policy,REAL,"health,state,thus,mission,stage,why.,give,decide,service,modern,list,couple.,experts,discuss,ongoing,developments,policy."
R226,New Report on Public Health,REAL,"plant,purpose,amount,whose,main,newspaper.,deep,billion,inside,pull,argue,system,good.,experts,discuss,ongoing,developments,public,health."
F144,Hoax Confirmed by Sources,FAKE,"figure,hospital,cost,easy.,congress,cold,radio.,—,shocking,claims,hoax,surface,internet."
F241,Flat Earth Confirmed by Sources,FAKE,"run,health,soldier,four.,reflect,campaign,call,chance,forget.,action,least,gun,trip,agency.,share,break.,—,shocking,claims,flat,earth,surface,internet."
R150,New Report on Election,REAL,"drug,cell,research,top,may.,nearly,rock,decision,her.,huge,well,stage,maintain,first,their.,experts,discuss,ongoing,developments,election."
R153,New Report on Research,REAL,"bad,join,performance,ability,american,may.,leader,low,let,clear.,experts,discuss,ongoing,developments,research."
F175,Hoax Confirmed by Sources,FAKE,"maintain,rock,crime,job.,administration,brother,trouble,short.,half,ago,year,population,dark.,—,shocking,claims,hoax,surface,internet."
F161,Immortal Jellyfish Confirmed by Sources,FAKE,"rate,attorney,couple.,feel,tax,watch.,box,born,college,great.,—,shocking,claims,immortal,jellyfish,surface,internet."
F147,Secret Cure Confirmed by Sources,FAKE,"beat,hotel,simply.,raise,culture,bed,civil.,—,shocking,claims,secret,cure,surface,internet."
F018,Secret Cure Confirmed by Sources,FAKE,"time,away,floor,final,our.,account,vote,high,or.,radio,push,huge,world.,—,shocking,claims,secret,cure,surface,internet."
F211,Celebrity Scandal Confirmed by Sources,FAKE,"country,manager,interest,manage,some.,fact,deal,activity,bank.,exist,respond,bag,least,military,teach.,entire,health,sister,parent,somebody,notice.,—,shocking,claims,celebrity,scandal,surface,internet."
R117,New Report on Research,REAL,"standard,kitchen,page,language,career,teacher,or.,better,blue,tonight,either,pull,stock,head.,customer,effort,early,want,land,response.,experts,discuss,ongoing,developments,research."
F016,Aliens Confirmed by Sources,FAKE,"open,lead,glass,seek,staff,least,pm,room.,far,deal,talk,not.,social,remember,others,tonight,vote.,—,shocking,claims,aliens,surface,internet."
F029,Flat Earth Confirmed by Sources,FAKE,"guy,long,color,top,know.,—,shocking,claims,flat,earth,surface,internet."
F205,Celebrity Scandal Confirmed by Sources,FAKE,"food,board,physical,consumer,among.,possible,recognize,short,career,summer,actually,how.,adult,left,exist,forget,dog,decade,discover.,—,shocking,claims,celebrity,scandal,surface,internet."
R112,New Report on Economic Growth,REAL,"already,power,fine,upon.,executive,war,team,care,wife,leader,finish,local.,contain,example,want,maybe,back.,experts,discuss,ongoing,developments,economic,growth."
F218,Government Cover-Up Confirmed by Sources,FAKE,"sport,operation,three,same.,financial,woman,explain,mission,risk,economy.,worker,wrong,also,story,yard,interesting.,—,shocking,claims,government,cover-up,surface,internet."
R187,New Report on Education,REAL,"peace,security,hundred,mr,drive,public,boy.,sign,smile,option,forward,doctor,language,tend.,join,often,peace,well,big,economic.,experts,discuss,ongoing,developments,education."
F087,Celebrity Scandal Confirmed by Sources,FAKE,"western,less,become,movie,movie,court.,road,opportunity,cup.,—,shocking,claims,celebrity,scandal,surface,internet."
R171,New Report on Education,REAL,"although,might,name,position,win.,somebody,generation,goal,government,tv.,thousand,drive,already,road,direction.,experts,discuss,ongoing,developments,education."
R113,New Report on Technology Breakthrough,REAL,"stay,sometimes,town.,officer,focus,tonight,arrive.,measure,wait,international,art,couple.,experts,discuss,ongoing,developments,technology,breakthrough."
R222,New Report on Public Health,REAL,"heart,offer,tree,total,early,around.,experts,discuss,ongoing,developments,public,health."
F233,Secret Cure Confirmed by Sources,FAKE,"heart,network,list,unit.,participant,beyond,practice,growth.,see,together,sing,low,but.,recent,head,upon,financial,work,support.,—,shocking,claims,secret,cure,surface,internet."
R223,New Report on Climate Change,REAL,"part,international,number,spring,market.,road,share,measure,participant,thousand,hospital.,international,serve,mind,discussion,place,cut,audience.,experts,discuss,ongoing,developments,climate,change."
F224,Secret Cure Confirmed by Sources,FAKE,"society,amount,dream,worry,fact,step,stand.,phone,movie,time,quite,final.,per,tell,sea,everybody,just.,—,shocking,claims,secret,cure,surface,internet."
R181,New Report on Climate Change,REAL,"interest,able,risk,serve,huge,war,head.,reflect,son,full.,miss,expect,offer,wall,rest.,experts,discuss,ongoing,developments,climate,change."
R056,New Report on Public Health,REAL,"treatment,course,heart,far.,especially,science,wind,name,phone,though,soon,majority.,beat,pretty,marriage,service,hospital.,hair,data,people.,experts,discuss,ongoing,developments,public,health."
R110,New Report on Education,REAL,"rich,other.,interest,tell,offer.,experts,discuss,ongoing,developments,education."
R219,New Report on Education,REAL,"conference,possible,ball,center,lead.,talk,certain,loss,raise,next,right,design.,member,everybody,worker,them.,experts,discuss,ongoing,developments,education."
R224,New Report on Education,REAL,"doctor,number,require,major.,security,risk,amount,involve,response.,necessary,apply,world,later,let.,experts,discuss,ongoing,developments,education."
F178,Immortal Jellyfish Confirmed by Sources,FAKE,"effort,teach,forward,animal,physical,heavy,animal,building.,possible,often,use,teach.,many,wrong,senior,laugh,front.,—,shocking,claims,immortal,jellyfish,surface,internet."
F074,Secret Cure Confirmed by Sources,FAKE,"clear,others,east,analysis,head.,force,might,contain,subject,three,put.,—,shocking,claims,secret,cure,surface,internet."
R034,New Report on Budget Report,REAL,"old,election,film,eat,again.,sell,project,blue,together,size,significant,system.,civil,kid,tell,more.,experts,discuss,ongoing,developments,budget,report."
R095,New Report on Policy,REAL,"first,apply,attack,final,community,recently,like.,phone,list,field,hope,social.,pretty,gas,long,down.,experts,discuss,ongoing,developments,policy."
F011,Aliens Confirmed by Sources,FAKE,"choice,shoulder,term,include,him.,teacher,chance,inside,word.,thing,congress,conference,card,better.,—,shocking,claims,aliens,surface,internet."
R162,New Report on Policy,REAL,"yet,situation,always,manage,explain.,political,employee,child,glass,moment,side.,experts,discuss,ongoing,developments,policy."
R218,New Report on Election,REAL,"parent,tax,push,professional,enough,read,once.,region,enjoy,behind,military,woman.,traditional,show.,experts,discuss,ongoing,developments,election."
F136,Miracle Drug Confirmed by Sources,FAKE,"mr,thought,respond,including,that.,travel,professor,red,first.,—,shocking,claims,miracle,drug,surface,internet."
R108,New Report on Economic Growth,REAL,"unit,hand,people,want,senior,operation,these.,mean,almost,alone.,open,quickly,partner,until.,experts,discuss,ongoing,developments,economic,growth."
R186,New Report on Research,REAL,"career,east,mission,nearly.,experts,discuss,ongoing,developments,research."
R248,New Report on Technology Breakthrough,REAL,"meeting,source,majority,audience,rock.,rock,risk,attorney,bring.,experience,compare,nearly,official.,experts,discuss,ongoing,developments,technology,breakthrough."
F045,Immortal Jellyfish Confirmed by Sources,FAKE,"manager,box,maintain,majority.,agreement,although,forward,forget,return,country,unit,whatever.,—,shocking,claims,immortal,jellyfish,surface,internet."
F092,Secret Cure Confirmed by Sources,FAKE,"education,pass,ready,use,language.,audience,sister,mention,head,total.,—,shocking,claims,secret,cure,surface,internet."
R100,New Report on Technology Breakthrough,REAL,"lot,concern,create,truth,watch.,experts,discuss,ongoing,developments,technology,breakthrough."
F075,Miracle Drug Confirmed by Sources,FAKE,"deep,office,crime,girl,budget,admit,end.,speech,mrs,away,college,direction.,—,shocking,claims,miracle,drug,surface,internet."
R059,New Report on Technology Breakthrough,REAL,"board,behind,name,man,machine,consider,during.,study,maybe,easy,culture,into.,machine,six,hospital.,experts,discuss,ongoing,developments,technology,breakthrough."
F213,Hoax Confirmed by Sources,FAKE,"point,finish,big,often,investment,police.,pass,game.,condition,really,effort,job.,—,shocking,claims,hoax,surface,internet."
R233,New Report on Education,REAL,"door,easy.,experts,discuss,ongoing,developments,education."
F072,Mind Control Confirmed by Sources,FAKE,"idea,sometimes,sea,audience,american.,boy,still,television,region,share,true,southern.,—,shocking,claims,mind,control,surface,internet."
R184,New Report on Budget Report,REAL,"still,remember,plant,two.,recently,school,whatever.,experts,discuss,ongoing,developments,budget,report."
F134,Secret Cure Confirmed by Sources,FAKE,"beyond,word,eye,peace,trip,wrong.,end,station,direction,recognize,ahead,huge.,perform,bag,always,investment.,—,shocking,claims,secret,cure,surface,internet."
R096,New Report on Research,REAL,"heart,imagine,plan.,natural,scientist,degree,reveal,hundred.,happy,adult,floor,figure,provide.,best,shoulder,fall,manage,parent,quite.,experts,discuss,ongoing,developments,research."
R020,New Report on Policy,REAL,"owner,one,response,light,father,training.,probably,assume,system.,experts,discuss,ongoing,developments,policy."
R067,New Report on Policy,REAL,"yes,teacher,bring.,moment,allow,carry,local.,experts,discuss,ongoing,developments,policy."
R215,New Report on Education,REAL,"police,manager,anyone,father,adult,near.,mission,lead,yet,north,including.,experts,discuss,ongoing,developments,education."
R127,New Report on Policy,REAL,"generation,ability.,condition,despite,last,main.,experts,discuss,ongoing,developments,policy."
R235,New Report on Technology Breakthrough,REAL,"arm,raise,building.,experts,discuss,ongoing,developments,technology,breakthrough."
R163,New Report on Climate Change,REAL,"walk,draw,event,chair,old,often,final,against.,second,although,writer,short,pretty,no.,artist,authority,glass,professional.,experts,discuss,ongoing,developments,climate,change."
R002,New Report on Education,REAL,"white,finish,professor,quickly,to.,explain,style,open,sign,likely,information.,experts,discuss,ongoing,developments,education."
R021,New Report on Education,REAL,"role,democratic,person,cell,table.,attack,entire,partner,huge,bring,state.,build,finish,large,eye.,experts,discuss,ongoing,developments,education."
R013,New Report on Technology Breakthrough,REAL,"play,always,experience,nature,kind,positive,image.,college,several,sell,commercial,capital,war,sure,record.,experts,discuss,ongoing,developments,technology,breakthrough."
F195,Flat Earth Confirmed by Sources,FAKE,"draw,provide,bank,too.,voice,image,sport,truth,that.,product,threat,talk,once.,—,shocking,claims,flat,earth,surface,internet."
R101,New Report on Research,REAL,"half,seek.,hour,nearly,everybody,child,time,nature,huge.,ahead,guess,miss,spring,better.,experts,discuss,ongoing,developments,research."
R055,New Report on Research,REAL,"several,cell,sense,international,politics,may.,drive,education,soon,tree,forget,court.,experts,discuss,ongoing,developments,research."
F190,Secret Cure Confirmed by Sources,FAKE,"cover,society,character.,game,center,result,set,program,agent.,compare,interview,town,little,best,worry,small.,—,shocking,claims,secret,cure,surface,internet."
R004,New Report on Education,REAL,"paper,success,various,already.,experts,discuss,ongoing,developments,education."
F080,Celebrity Scandal Confirmed by Sources,FAKE,"college,rather,common,issue,edge,use.,know,view,bag,stand,along,kid,fear.,—,shocking,claims,celebrity,scandal,surface,internet."
F049,Hoax Confirmed by Sources,FAKE,"stand,blue,choice,deal.,draw,put,professor,appear.,firm,even,business,difficult,dark,local,without.,—,shocking,claims,hoax,surface,internet."
F184,Secret Cure Confirmed by Sources,FAKE,"field,town,east,everything,else.,night,phone,cost,similar,question,during.,—,shocking,claims,secret,cure,surface,internet."
F030,Secret Cure Confirmed by Sources,FAKE,"fish,start,represent,marriage,building,way,draw,couple.,cup,series,outside,scientist,table,recent,in.,relate,rise,day,feel,cup,help.,—,shocking,claims,secret,cure,surface,internet."
R213,New Report on Budget Report,REAL,"still,tv,sometimes.,offer,stage,world,war,share,war.,require,usually,official,service,probably,model,seem,media.,experts,discuss,ongoing,developments,budget,report."
F128,Immortal Jellyfish Confirmed by Sources,FAKE,"table,four,building,garden,face,visit,month.,—,shocking,claims,immortal,jellyfish,surface,internet."
R231,New Report on Policy,REAL,"fire,miss,drug,per,account.,none,offer,method,discussion,suggest.,seem,century,indicate,administration,return,enough.,experts,discuss,ongoing,developments,policy."
R061,New Report on Technology Breakthrough,REAL,"long,drug,score,leg,carry,rule.,might,mr,station,fine,person.,contain,represent,ready,design,first,mr.,experts,discuss,ongoing,developments,technology,breakthrough."
R137,New Report on Education,REAL,"job,big,child,possible,hundred.,choice,short,west.,rule,leave,gun,girl,away.,push,not.,experts,discuss,ongoing,developments,education."
R185,New Report on Technology Breakthrough,REAL,"nice,build,traditional,wall,perhaps,case.,american,cell,draw,worker,note.,drop,statement,kitchen,produce,practice,positive,item.,stage,recognize,environment,able,example,medical.,experts,discuss,ongoing,developments,technology,breakthrough."
R204,New Report on Technology Breakthrough,REAL,"push,seat,give,water,try,bed,nation.,happen,enjoy,find,myself.,experts,discuss,ongoing,developments,technology,breakthrough."
F217,Immortal Jellyfish Confirmed by Sources,FAKE,"western,figure,world,material.,difficult,forget,team,fear,sing.,behavior,conference,over.,tend,school,similar,occur,trip,nearly.,—,shocking,claims,immortal,jellyfish,surface,internet."
F176,Miracle Drug Confirmed by Sources,FAKE,"trade,million,program,coach,company,action,impact.,person,man,around,property,control,employee.,unit,kitchen,nor.,pass,moment,sure,magazine,hospital,agreement,agree,little.,—,shocking,claims,miracle,drug,surface,internet."
R245,New Report on Technology Breakthrough,REAL,"go,physical,source,situation,defense,environmental.,husband,include,song,public,security,born,involve.,experts,discuss,ongoing,developments,technology,breakthrough."
R104,New Report on Election,REAL,"need,investment,happen,table.,tell,property,risk,idea,summer.,republican,skin,loss,rate,get,truth.,experts,discuss,ongoing,developments,election."
F156,Flat Earth Confirmed by Sources,FAKE,"husband,line,american,and.,improve,ability,threat,plan.,—,shocking,claims,flat,earth,surface,internet."
R194,New Report on Election,REAL,"role,church,relationship,cause,program,avoid,and.,travel,benefit,among,window,fill,either,appear.,international,take,recognize.,experts,discuss,ongoing,developments,election."
R161,New Report on Technology Breakthrough,REAL,"computer,dream,law,parent,manage,report,audience,person.,everything,time,career,adult,law,four.,moment,chance,can.,experts,discuss,ongoing,developments,technology,breakthrough."
F113,Immortal Jellyfish Confirmed by Sources,FAKE,"environment,court,oil.,reach,class,trade,carry,total,realize.,operation,different,lawyer.,knowledge,someone,get,soon,job,safe,treat,create.,—,shocking,claims,immortal,jellyfish,surface,internet."
F150,Hoax Confirmed by Sources,FAKE,"perhaps,issue,measure.,—,shocking,claims,hoax,surface,internet."
F047,Miracle Drug Confirmed by Sources,FAKE,"choose,apply,shake,republican,night,race.,student,chair,address,several,office.,—,shocking,claims,miracle,drug,surface,internet."
F008,Hoax Confirmed by Sources,FAKE,"appear,weight,industry.,positive,fall,build,laugh.,—,shocking,claims,hoax,surface,internet."
F229,Aliens Confirmed by Sources,FAKE,"student,voice,sort,owner,owner,hour,who.,consumer,century,serve,affect,south.,garden,reveal,resource,collection,face.,—,shocking,claims,aliens,surface,internet."
R001,New Report on Research,REAL,"check,walk,sit,role,maintain.,treat,agreement,morning,travel,agent.,term,race,relationship,back,toward.,special,drop.,experts,discuss,ongoing,developments,research."
R241,New Report on Public Health,REAL,"reduce,operation,simply,successful,tell,east.,phone,suffer,head,account,music,line,word.,take,different,per,hand,turn,gun,adult.,thousand,necessary,life,camera,network.,experts,discuss,ongoing,developments,public,health."
R198,New Report on Climate Change,REAL,"successful,expert,page.,mention,memory,black,wear,book,truth.,pull,charge,society,situation,ago,green,charge.,try,beat,let.,experts,discuss,ongoing,developments,climate,change."
R229,New Report on Research,REAL,"close,policy,decide,evening,democratic,board.,factor,culture,yard.,moment,answer,child,group,ever.,experts,discuss,ongoing,developments,research."
R205,New Report on Public Health,REAL,"smile,say.,difficult,next,everyone,stop,perform,outside,control.,experts,discuss,ongoing,developments,public,health."
F123,Celebrity Scandal Confirmed by Sources,FAKE,"take,officer,movement,culture.,phone,month,mother,popular,vote.,—,shocking,claims,celebrity,scandal,surface,internet."
F043,Celebrity Scandal Confirmed by Sources,FAKE,"forward,difference,industry,strategy,mrs,main.,identify,community,finish,better,speak.,—,shocking,claims,celebrity,scandal,surface,internet."
F097,Celebrity Scandal Confirmed by Sources,FAKE,"past,skin,likely,artist,accept,second.,cell,production,growth,throughout,might,majority.,—,shocking,claims,celebrity,scandal,surface,internet."
R014,New Report on Research,REAL,"poor,rise,both.,something,star,ground,model,beat,lose,seat.,position,class,executive,catch,edge,cost.,experts,discuss,ongoing,developments,research."
F005,Flat Earth Confirmed by Sources,FAKE,"cold,benefit,parent,camera,main,ago,sit,however.,consumer,edge,enjoy,onto,second,him.,—,shocking,claims,flat,earth,surface,internet."
R234,New Report on Research,REAL,"learn,officer,long,provide,street.,decide,seem,money,determine.,experts,discuss,ongoing,developments,research."
F143,Aliens Confirmed by Sources,FAKE,"surface,tough,already,challenge,candidate.,never,price,pass,position,suddenly.,—,shocking,claims,aliens,surface,internet."
R073,New Report on Economic Growth,REAL,"part,thought,type,south.,finally,short.,experts,discuss,ongoing,developments,economic,growth."
R239,New Report on Education,REAL,"bring,writer,participant,whether,break.,investment,win,cultural,walk,green.,experts,discuss,ongoing,developments,education."
F181,Aliens Confirmed by Sources,FAKE,"movement,say,big.,situation,couple,doctor,run,treat,rise.,note,available,truth,main,everyone,land,form.,—,shocking,claims,aliens,surface,internet."
R138,New Report on Election,REAL,"wall,list,consumer,pass,interesting.,meet,pull,reality,already,cost,say.,letter,civil,wall,clear.,experts,discuss,ongoing,developments,election."
R172,New Report on Economic Growth,REAL,"spring,collection,federal,college.,follow,technology,reason,economy.,experts,discuss,ongoing,developments,economic,growth."
R143,New Report on Policy,REAL,"wait,consider,unit,right.,product,hear,music,drug,treat.,writer,line,response,rate.,experts,discuss,ongoing,developments,policy."
F166,Mind Control Confirmed by Sources,FAKE,"economic,task,success,health,above.,generation,dinner,note,south,health,skill.,—,shocking,claims,mind,control,surface,internet."
R003,New Report on Budget Report,REAL,"media,challenge,admit,color,color.,scientist,serve,particularly,cultural.,experts,discuss,ongoing,developments,budget,report."
R167,New Report on Climate Change,REAL,"large,yard,table,minute,science,feeling,visit.,drive,food,agree,term,language,popular.,stuff,lot,hold,listen,land,hand,nearly,lay.,fact,feel,risk,wide.,experts,discuss,ongoing,developments,climate,change."
R183,New Report on Climate Change,REAL,"note,true,even,company.,look,certainly,society,expect,capital,baby.,knowledge,institution,pretty,heavy,alone,home,organization.,experts,discuss,ongoing,developments,climate,change."
R238,New Report on Technology Breakthrough,REAL,"community,listen,forget,though.,coach,land,sense.,lot,base,alone,human,behavior,mrs,outside.,experts,discuss,ongoing,developments,technology,breakthrough."
R041,New Report on Election,REAL,"lose,different,voice,own.,experts,discuss,ongoing,developments,election."
F237,Government Cover-Up Confirmed by Sources,FAKE,"involve,onto,side,writer,morning,beautiful.,production,chair,nearly,tonight,ago.,—,shocking,claims,government,cover-up,surface,internet."
R086,New Report on Research,REAL,"image,forward,specific.,speak,reason.,yes,church,popular,measure,chance,skill.,experts,discuss,ongoing,developments,research."
R240,New Report on Policy,REAL,"official,little,culture,know,despite.,great,create,stay,deal.,experts,discuss,ongoing,developments,policy."
R133,New Report on Public Health,REAL,"former,market,beautiful,condition,friend.,strong,economic,several,thought,reach,development,determine,realize.,experts,discuss,ongoing,developments,public,health."
F044,Hoax Confirmed by Sources,FAKE,"land,dark,including,church,special.,light,special,record,worker,time,science.,new,education,continue.,—,shocking,claims,hoax,surface,internet."
F125,Government Cover-Up Confirmed by Sources,FAKE,"yes,pay,radio,send,health.,—,shocking,claims,government,cover-up,surface,internet."
F165,Secret Cure Confirmed by Sources,FAKE,"discuss,position,own.,day,oil,scene,current.,democrat,deal,unit,person.,—,shocking,claims,secret,cure,surface,internet."
F137,Flat Earth Confirmed by Sources,FAKE,"history,check,cut,window,every,ask,until.,action,daughter,place,blood.,fight,class,compare,budget,material,network.,—,shocking,claims,flat,earth,surface,internet."
R088,New Report on Research,REAL,"sit,window,theory,vote,physical,including.,let,take,condition,wear,challenge.,experts,discuss,ongoing,developments,research."
R169,New Report on Technology Breakthrough,REAL,"store,activity.,six,production,note,at.,experts,discuss,ongoing,developments,technology,breakthrough."
R193,New Report on Technology Breakthrough,REAL,"top,war,wonder,rise.,war,letter,structure,well.,history,garden,bag,player,maintain.,experts,discuss,ongoing,developments,technology,breakthrough."
F247,Mind Control Confirmed by Sources,FAKE,"want,structure,radio,way,call.,positive,ground,generation,land,read,father,newspaper.,game,medical,discuss,decision.,—,shocking,claims,mind,control,surface,internet."
R179,New Report on Technology Breakthrough,REAL,"necessary,several,behavior,difference,none.,also,mrs,test,market,mission,time,side,however.,experts,discuss,ongoing,developments,technology,breakthrough."
F138,Immortal Jellyfish Confirmed by Sources,FAKE,"choice,admit,enter,song,science.,easy,four,mouth.,—,shocking,claims,immortal,jellyfish,surface,internet."
R017,New Report on Policy,REAL,"notice,move,hour,resource.,mr,difficult,goal,customer,collection,same.,experts,discuss,ongoing,developments,policy."
F090,Mind Control Confirmed by Sources,FAKE,"world,garden,hear.,maybe,couple,fly,five,machine,long,rate.,—,shocking,claims,mind,control,surface,internet."
F222,Mind Control Confirmed by Sources,FAKE,"toward,fast,least,always,believe,kid.,painting,relationship,see,none.,education,however,form,office.,—,shocking,claims,mind,control,surface,internet."
R114,New Report on Climate Change,REAL,"every,accept,true,chance.,story,base,country,point.,experts,discuss,ongoing,developments,climate,change."
F235,Celebrity Scandal Confirmed by Sources,FAKE,"chance,reflect,field,adult,prevent,without.,check,discuss,know,hair.,reach,defense,site,standard,visit,price,certain.,increase,rich,hour.,—,shocking,claims,celebrity,scandal,surface,internet."
F185,Hoax Confirmed by Sources,FAKE,"cultural,big,another,page,against.,perhaps,market,important,window.,—,shocking,claims,hoax,surface,internet."
F221,Flat Earth Confirmed by Sources,FAKE,"third,morning,type,sense,season,if.,easy,one,wear,own.,—,shocking,claims,flat,earth,surface,internet."
F054,Secret Cure Confirmed by Sources,FAKE,"somebody,single,order,lead,even,family.,chair,couple,main,mr,something.,hear,adult,minute,remain.,—,shocking,claims,secret,cure,surface,internet."
R000,New Report on Public Health,REAL,"experience,third,run,key.,attack,low,letter,lot,where.,another,hard,hotel.,experts,discuss,ongoing,developments,public,health."
R178,New Report on Budget Report,REAL,"base,lose,concern,develop,model.,instead,involve,dark,senior.,experts,discuss,ongoing,developments,budget,report."
F006,Hoax Confirmed by Sources,FAKE,"sport,develop,condition,health,institution.,walk,strategy,natural,meeting,degree,yet.,career,main,president,material,simple.,—,shocking,claims,hoax,surface,internet."
F174,Secret Cure Confirmed by Sources,FAKE,"lose,thus.,nothing,effect,right,five,lose.,fact,phone,ever,data,question,fine.,—,shocking,claims,secret,cure,surface,internet."
R009,New Report on Election,REAL,"deal,suffer,right,teacher,example,strategy.,might,pressure,weight,expert,positive,among.,anyone,drive.,reason,day,issue.,experts,discuss,ongoing,developments,election."
R122,New Report on Economic Growth,REAL,"film,another,kitchen,rather,begin,bad,million.,ground,resource,get,growth,manager,relate,onto.,sit,far,music.,experts,discuss,ongoing,developments,economic,growth."
F189,Immortal Jellyfish Confirmed by Sources,FAKE,"every,happy,hit.,street,article,follow,month,growth,brother,age.,care,top,air,new,appear,resource.,sound,father,chance,key.,—,shocking,claims,immortal,jellyfish,surface,internet."
R146,New Report on Technology Breakthrough,REAL,"true,full,politics,process,common,yes.,bill,south,feel,five,job,future,benefit.,experts,discuss,ongoing,developments,technology,breakthrough."
R022,New Report on Climate Change,REAL,"consider,author,phone,face,analysis.,difficult,cover,along,seven,develop,source,try,your.,experts,discuss,ongoing,developments,climate,change."
F177,Aliens Confirmed by Sources,FAKE,"bank,exist,kind,year,conference.,sell,consider,century,air.,—,shocking,claims,aliens,surface,internet."
F021,Secret Cure Confirmed by Sources,FAKE,"stop,economy,heart,college,although.,church,police,ok.,let,bit,agree,pull,start.,—,shocking,claims,secret,cure,surface,internet."
R039,New Report on Economic Growth,REAL,"region,hair,finally,explain,end,quite,third.,wall,hotel,condition,law,task,career.,experts,discuss,ongoing,developments,economic,growth."
F061,Miracle Drug Confirmed by Sources,FAKE,"save,share,mouth,service,forget,old.,goal,six,deal,third.,—,shocking,claims,miracle,drug,surface,internet."
R057,New Report on Technology Breakthrough,REAL,"usually,right,fill,police.,shake,eat,black,care.,experts,discuss,ongoing,developments,technology,breakthrough."
F154,Immortal Jellyfish Confirmed by Sources,FAKE,"hit,long,two,clearly,common.,hear,home,hair,name,reveal,course,already,movie.,—,shocking,claims,immortal,jellyfish,surface,internet."
F052,Mind Control Confirmed by Sources,FAKE,"model,pattern,real,many,town,say.,police,anything,magazine,child,sea,write.,read,yet,young,image.,—,shocking,claims,mind,control,surface,internet."
F124,Flat Earth Confirmed by Sources,FAKE,"whose,behind,reflect,house,each.,south,wait,choose,whose,nothing,air.,—,shocking,claims,flat,earth,surface,internet."
R071,New Report on Budget Report,REAL,"likely,factor,center,fact,forward,home.,effort,decision,director,member.,activity,tax,magazine,one,meet,attack.,experts,discuss,ongoing,developments,budget,report."
R152,New Report on Budget Report,REAL,"several,space,test,describe.,beyond,stock,wish,organization,south,degree.,experts,discuss,ongoing,developments,budget,report."
F038,Mind Control Confirmed by Sources,FAKE,"science,indeed,rich,area,manage,machine,understand.,must,start,movement,those.,—,shocking,claims,mind,control,surface,internet."
F101,Immortal Jellyfish Confirmed by Sources,FAKE,"different,west,specific,shake.,production,leg,mean.,ok,realize,issue,computer.,—,shocking,claims,immortal,jellyfish,surface,internet."
F203,Celebrity Scandal Confirmed by Sources,FAKE,"reveal,small,hospital,term,media,door,stay,live.,main,suggest,behavior.,benefit,vote,design,list,prove.,—,shocking,claims,celebrity,scandal,surface,internet."
F192,Government Cover-Up Confirmed by Sources,FAKE,"go,kitchen,prepare,project,oil,interview,simply.,fire,record,guy,tree,onto.,—,shocking,claims,government,cover-up,surface,internet."
R189,New Report on Climate Change,REAL,"attack,style,spring.,tend,apply,method,east,push,cause.,use,director,property,include.,experts,discuss,ongoing,developments,climate,change."
R098,New Report on Election,REAL,"election,easy,program.,fund,accept,travel.,especially,back,century,course,activity,day.,pressure,glass,compare,investment.,experts,discuss,ongoing,developments,election."
R149,New Report on Economic Growth,REAL,"land,medical,should.,fill,agent,simply,light,feel.,experts,discuss,ongoing,developments,economic,growth."
R046,New Report on Education,REAL,"decide,evening,dark.,truth,know,perform,social,value.,coach,bad,player,food,pattern,result,state.,experts,discuss,ongoing,developments,education."
F055,Hoax Confirmed by Sources,FAKE,"anyone,true,newspaper,ok,begin,participant.,day,draw,administration.,director,edge,usually,south.,—,shocking,claims,hoax,surface,internet."
F159,Flat Earth Confirmed by Sources,FAKE,"join,wife,discover,draw,again.,bag,arm,maybe,method,sea.,wish,offer,occur,first,three,in.,—,shocking,claims,flat,earth,surface,internet."
F083,Secret Cure Confirmed by Sources,FAKE,"north,certain,stuff,outside,sea.,next,hair,series,dream,trouble,current.,—,shocking,claims,secret,cure,surface,internet."
R109,New Report on Education,REAL,"cell,walk,large,person.,sometimes,style,somebody,spring,kid,born,like,trial.,experts,discuss,ongoing,developments,education."
R102,New Report on Climate Change,REAL,"cover,plant,prevent,hold,focus.,effect,weight,product,chance,well,new,value,game.,building,yet,church,space,push.,experts,discuss,ongoing,developments,climate,change."
